mol_id,title,num_confs,has_sites
30039,Z1651768380,10,1
30040,Z1743820166,10,1
30041,Z1743820166,10,1
30042,Z1743820166,10,1
30043,Z1743820166,10,1
30044,Z1759960484,10,1
30045,Z1759960484,10,1
30046,Z1693406121,10,1
30047,Z1754551270,10,1
30048,Z1653005635,10,1
30049,Z1681623324,10,1
30050,Z1582631517,10,1
30051,Z1736381572,10,1
30052,Z1736381572,10,1
30053,Z777844418,10,1
30054,Z1359754686,10,1
30055,Z1727890815,10,1
30056,Z1670870271,10,1
30057,Z1626862997,10,1
30058,Z1422311223,10,1
30059,Z1324870295,10,1
30060,Z1324870295,10,1
30061,Z1578775284,10,1
30062,Z1139323841,10,1
30063,Z1311051137,10,1
30064,Z1554022774,10,1
30065,Z1230255363,10,1
30066,Z1304311540,10,1
30067,Z1304311540,10,1
30068,Z1139322771,10,1
30069,Z1712811674,10,1
30070,Z1544579645,10,1
30071,Z1259518692,10,1
30072,Z1259518692,10,1
30073,Z1738487412,10,1
30074,Z1636166913,10,1
30075,Z1636166913,10,1
30076,Z1452369249,10,1
30077,Z1516619197,10,1
30078,Z1547734820,10,1
30079,Z1784040386,10,1
30080,Z1784040386,10,1
30081,Z1784040386,10,1
30082,Z1189573832,10,1
30083,Z1269926855,10,1
30084,Z1334996991,10,1
30085,Z229381642,10,1
30086,Z229381642,10,1
30087,Z1618332688,10,1
30088,Z1618332688,10,1
30089,Z1626808912,10,1
30090,Z1428263625,10,1
30091,Z645473086,10,1
30092,Z645473086,10,1
30093,Z1139321595,10,1
30094,Z1342834061,10,1
30095,Z1342834061,10,1
30096,Z1417285809,10,1
30097,Z1643663923,10,1
30098,Z1623915723,10,1
30099,Z1623915723,10,1
30100,Z1623915723,10,1
30101,Z1637634289,10,1
30102,Z1637634289,10,1
30103,Z1596065128,10,1
30104,Z31369380,10,1
30105,Z1603566008,10,1
30106,Z1696221837,10,1
30107,Z1666296198,10,1
30108,Z1666296198,10,1
30109,Z1612022836,10,1
30110,Z1612022836,10,1
30111,Z1639213994,10,1
30112,Z730732972,10,1
30113,Z1250391272,10,1
30114,Z1139568725,10,1
30115,Z1443603823,10,1
30116,Z1590272240,10,1
30117,Z1757456158,10,1
30118,Z1275515797,10,1
30119,Z1443822056,10,1
30120,Z1139567829,10,1
30121,Z1139567829,10,1
30122,Z1418010365,10,1
30123,Z1514186677,10,1
30124,Z1103241439,10,1
30125,Z1643369991,10,1
30126,Z751667366,10,1
30127,Z751667366,10,1
30128,Z1622916842,10,1
30129,Z1587665030,10,1
30130,Z433341922,10,1
30131,Z1166113799,10,1
30132,Z1327388498,10,1
30133,Z596021764,10,1
30134,Z596021764,10,1
30135,Z1633842088,10,1
30136,Z1269249280,10,1
30137,Z1269249280,10,1
30138,Z1269249280,10,1
30139,Z1139449158,10,1
30140,Z1638358828,10,1
30141,Z1437742741,10,1
30142,Z1437742741,10,1
30143,Z1494858124,10,1
30144,Z1574937370,10,1
30145,Z1252352833,10,1
30146,Z1252352833,10,1
30147,Z1726262409,10,1
30148,Z1287154304,10,1
30149,Z1266257085,10,1
30150,Z285885492,10,1
30151,Z285885492,10,1
30152,Z1139322505,10,1
30153,Z1139480609,10,1
30154,Z1139480609,10,1
30155,Z991041324,10,1
30156,Z1103240858,10,1
30157,Z1103240858,10,1
30158,Z1517779388,10,1
30159,Z1286795389,10,1
30160,Z1096072580,10,1
30161,Z1096072580,10,1
30162,Z1143148195,10,1
30163,Z1143148195,10,1
30164,Z1356691344,10,1
30165,Z1574676931,10,1
30166,Z1603414189,10,1
30167,Z1603414189,10,1
30168,Z1268952425,10,1
30169,Z1102780152,10,1
35001,Z1102780152,10,1
35002,Z1638950733,10,1
35003,Z1359754614,10,1
35004,Z1441167933,10,1
35005,Z1590960183,10,1
35006,Z1666691269,10,1
35007,Z1626150933,10,1
35008,Z1626150933,10,1
35009,Z1693385205,10,1
35010,Z1631622604,10,1
35011,Z1663437545,10,1
35012,Z1673898173,10,1
35013,Z1274396385,10,1
35014,Z1613901977,10,1
35015,Z1613901977,10,1
35016,Z1626868475,10,1
35017,Z1627341971,10,1
35018,Z1310918961,10,1
35019,Z1563011048,10,1
35020,Z1563011048,10,1
35021,Z1563011048,10,1
35022,Z1572494987,10,1
35023,Z1572494987,10,1
35024,Z1626863765,10,1
35025,Z1629539134,10,1
35026,Z1658996765,10,1
35027,Z1663184627,10,1
35028,Z1663184627,10,1
35029,Z1663184627,10,1
35030,Z1663184627,10,1
35031,Z1760343822,10,1
35032,Z1756529472,10,1
35033,Z1743820382,10,1
35034,Z1743820382,10,1
35035,Z1754407252,10,1
35036,Z1725367585,10,1
35037,Z1757412179,10,1
35038,Z1757949815,10,1
35039,Z1681933262,10,1
35040,Z1681933262,10,1
35041,Z1681933262,10,1
35042,Z1643559804,10,1
35043,Z1669645215,10,1
35044,Z985971450,10,1
35045,Z1681929672,10,1
35046,Z1681929672,10,1
35047,Z1652815073,10,1
35048,Z1666799071,10,1
35049,Z1631626517,10,1
35050,Z1633332458,10,1
35051,Z1617106524,10,1
35052,Z1617106524,10,1
35053,Z1616390450,10,1
35054,Z1459822518,10,1
35055,Z1459822518,10,1
35056,Z1342801776,10,1
35057,Z1342801776,10,1
35058,Z966564754,10,1
35059,Z1546732395,10,1
35060,Z1546732395,10,1
35061,Z826975374,10,1
35062,Z826975374,10,1
35063,Z990545824,10,1
35064,Z990545824,10,1
35065,Z1023041552,10,1
35066,Z1542514164,10,1
35067,Z1542514164,10,1
35068,Z1165351958,10,1
35069,Z1102957586,10,1
35070,Z1278854859,10,1
35071,Z1278854859,10,1
35072,Z1770575533,10,1
35073,Z1770575533,10,1
35074,Z126246168,10,1
35075,Z1643513774,10,1
35076,Z1419931470,10,1
35077,Z1765778181,10,1
35078,Z1765010600,10,1
35079,Z1359753866,10,1
35080,Z1460452957,10,1
35081,Z1460452957,10,1
35082,Z26982566,10,1
35083,Z1746706425,10,1
35084,Z1746706425,10,1
35085,Z1746706425,10,1
35086,Z1620089783,10,1
35087,Z1175900818,10,1
35088,Z907833168,10,1
35089,Z218106066,10,1
35090,Z218106066,10,1
35091,Z1620088333,10,1
35092,Z1268656329,10,1
35093,Z1139275176,10,1
35094,Z89572877,10,1
35095,Z1240058495,10,1
35096,Z1287530765,10,1
35097,Z106851808,10,1
35098,Z106851808,10,1
35099,Z1724384281,10,1
35100,Z1724384281,10,1
35101,Z1762050421,10,1
35102,Z1762050421,10,1
35103,Z1567627583,10,1
35104,Z1567627583,10,1
35105,Z1681933724,10,1
35106,Z1681933724,10,1
35107,Z966857930,10,1
35108,Z1616649791,10,1
35109,Z1630799765,10,1
35110,Z1582858473,10,1
35111,Z1582858473,10,1
35112,Z1644381397,10,1
35113,Z1761986684,10,1
35114,Z1761986684,10,1
35115,Z1761986684,10,1
35116,Z731095348,10,1
35117,Z1511929731,10,1
35118,Z1029177604,10,1
35119,Z1309528699,10,1
35120,Z1309528699,10,1
35121,Z1341822565,10,1
35122,Z1460808293,10,1
35123,Z1460808293,10,1
35124,Z1516570922,10,1
35125,Z1645268586,10,1
35126,Z1667424411,10,1
35127,Z1569352146,10,1
35128,Z1139478417,10,1
35129,Z1139478417,10,1
35130,Z1139209205,10,1
35131,Z1139209205,10,1
35132,Z1139209205,10,1
35133,Z1407889401,10,1
35134,Z1327695161,10,1
35135,Z1170433052,10,1
35136,Z1722964753,10,1
35137,Z1185268547,10,1
35138,Z1185268547,10,1
35139,Z1266555659,10,1
35140,Z1158004048,10,1
35141,Z1517934476,10,1
35142,Z1196033397,10,1
35143,Z1419177041,10,1
35144,Z1836036420,10,1
35145,Z1427365576,10,1
35146,Z1229729372,10,1
35147,Z1139478549,10,1
35148,Z1139478549,10,1
35149,Z1547273970,10,1
35150,Z1332969959,10,1
35151,Z1517612472,10,1
35152,Z828266094,10,1
35153,Z828266094,10,1
35154,Z26905854,10,1
35155,Z1139322457,10,1
35156,Z1139509213,10,1
35157,Z973619214,10,1
35158,Z973619214,10,1
35159,Z1023975504,10,1
35160,Z1143053965,10,1
35161,Z1168186233,10,1
35162,Z1142761113,10,1
35163,Z1142761113,10,1
35164,Z1243777180,10,1
35165,Z1243777180,10,1
35166,Z1587197848,10,1
35167,Z1587197848,10,1
35168,Z1536808003,10,1
35169,Z1185014654,10,1
35170,Z1402413975,10,1
35171,Z1528682147,10,1
