mol_id,title,num_confs,has_sites
15025,Z1582894816,10,1
15026,Z809544482,10,1
15027,Z1589956257,10,1
15028,Z1407865988,10,1
15029,Z1407865988,10,1
15030,Z1765329439,10,1
15031,Z1756678278,10,1
15032,Z1535831950,10,1
15033,Z1535831950,10,1
15034,Z1762260015,10,1
15035,Z1743821113,10,1
15036,Z1743821113,10,1
15037,Z1757340125,10,1
15038,Z1756541006,10,1
15039,Z1757840466,10,1
15040,Z1498077791,10,1
15041,Z1359754129,10,1
15042,Z1752047664,10,1
15043,Z1333411924,10,1
15044,Z1772692050,10,1
15045,Z1724529648,10,1
15046,Z1724529648,10,1
15047,Z1426059527,10,1
15048,Z1693396999,10,1
15049,Z1632065889,10,1
15050,Z990001224,10,1
15051,Z1385405504,10,1
15052,Z1492878600,10,1
15053,Z1139277536,10,1
15054,Z1139277536,10,1
15055,Z1139277536,10,1
15056,Z1336435987,10,1
15057,Z1165351959,10,1
15058,Z912753330,10,1
15059,Z16394951,10,1
15060,Z1139745558,10,1
15061,Z1180486726,10,1
15062,Z1240268994,10,1
15063,Z1757875871,10,1
15064,Z1300722661,10,1
15065,Z1300722661,10,1
15066,Z1649151539,10,1
15067,Z1649151539,10,1
15068,Z1649151539,10,1
15069,Z1630774685,10,1
15070,Z1139452927,10,1
15071,Z1139452927,10,1
15072,Z1681933155,10,1
15073,Z1681933155,10,1
15074,Z1228224919,10,1
15075,Z1623406188,10,1
15076,Z1623406188,10,1
15077,Z1754567628,10,1
15078,Z1260885693,10,1
15079,Z1722865325,10,1
15080,Z1722865325,10,1
15081,Z275901828,10,1
15082,Z985658896,10,1
15083,Z1275449123,10,1
15084,Z1102956524,10,1
15085,Z1642031637,10,1
15086,Z125802276,10,1
15087,Z125802276,10,1
15088,Z1174381107,10,1
15089,Z1325377670,10,1
15090,Z1325377670,10,1
15091,Z984521238,10,1
15092,Z984521238,10,1
15093,Z337816416,10,1
15094,Z1667444905,10,1
15095,Z1681941289,10,1
15096,Z1681941289,10,1
15097,Z1614061318,10,1
15098,Z1681933758,10,1
15099,Z1681933758,10,1
15100,Z1681933758,10,1
15101,Z1630766458,10,1
15102,Z1220758983,10,1
15103,Z1220758983,10,1
15104,Z1665842670,10,1
15105,Z27703904,10,1
15106,Z27703904,10,1
15107,Z1630858054,10,1
15108,Z1630858054,10,1
15109,Z1653012128,10,1
15110,Z1205156735,10,1
15111,Z296528678,10,1
15112,Z1022453578,10,1
15113,Z1643521384,10,1
15114,Z810425994,10,1
15115,Z1139323887,10,1
15116,Z1631615486,10,1
15117,Z1393226388,10,1
15118,Z1393226388,10,1
15119,Z1597941996,10,1
15120,Z908287902,10,1
15121,Z1548086603,10,1
15122,Z1491395185,10,1
15123,Z1491395185,10,1
15124,Z1491395185,10,1
15125,Z1359491933,10,1
15126,Z1359491933,10,1
15127,Z1519074826,10,1
15128,Z1192048064,10,1
15129,Z1422562712,10,1
15130,Z1200976103,10,1
15131,Z1270105094,10,1
15132,Z1139315045,10,1
15133,Z1331321544,10,1
15134,Z1331321544,10,1
15135,Z1331321544,10,1
15136,Z981389044,10,1
15137,Z1638283741,10,1
15138,Z1624201769,10,1
15139,Z1587272032,10,1
15140,Z1587272032,10,1
15141,Z1175224571,10,1
15142,Z1268664556,10,1
15143,Z1614415670,10,1
15144,Z971647984,10,1
15145,Z751961098,10,1
15146,Z131773472,10,1
15147,Z809306978,10,1
15148,Z1251871901,10,1
15149,Z1139468098,10,1
15150,Z1139468098,10,1
15151,Z1139468098,10,1
15152,Z1139347513,10,1
15153,Z1139323228,10,1
15154,Z1139329720,10,1
15155,Z1142722525,10,1
15156,Z955531394,10,1
15157,Z955531394,10,1
15158,Z1139320977,10,1
15159,Z1139322769,10,1
15160,Z1272418097,10,1
15161,Z1289513100,10,1
15162,Z1139336727,10,1
15163,Z1139336727,10,1
15164,Z1450275410,10,1
20001,Z1337997908,10,1
20002,CGM097,10,1
20003,Z1139478306,10,1
20004,Z1139478306,10,1
20005,Z828895878,10,1
20006,Z1665851503,10,1
20007,Z1665851503,10,1
20008,Z1665851503,10,1
20009,Z1665851503,10,1
20010,Z1643435227,10,1
20011,Z1693401023,10,1
20012,Z1693401023,10,1
20013,Z101692262,10,1
20014,Z101692262,10,1
20015,Z1644353429,10,1
20016,Z1693410564,10,1
20017,Z1693410564,10,1
20018,Z1638718118,10,1
20019,Z1646536337,10,1
20020,Z1626828094,10,1
20021,Z1658743407,10,1
20022,Z1139470153,10,1
20023,Z1139470153,10,1
20024,Z1139320712,10,1
20025,Z1626050517,10,1
20026,Z1139567869,10,1
20027,Z1265561259,10,1
20028,Z1626912080,10,1
20029,Z1139482177,10,1
20030,Z1139482177,10,1
20031,Z1591485692,10,1
20032,Z1743820948,10,1
20033,Z1743820948,10,1
20034,Z1663272031,10,1
20035,Z1734454169,10,1
20036,Z1751201902,10,1
20037,Z1770242452,10,1
20038,Z1743820737,10,1
20039,Z1743820737,10,1
20040,Z1743819467,10,1
20041,Z1743819467,10,1
20042,Z1756462170,10,1
20043,Z1638368430,10,1
20044,Z1638368430,10,1
20045,Z1754524826,10,1
20046,Z1139479989,10,1
20047,Z1139479989,10,1
20048,Z1547388508,10,1
20049,Z423441582,10,1
20050,Z1736591915,10,1
20051,Z1736591915,10,1
20052,Z381185986,10,1
20053,Z1521944427,10,1
20054,Z1630367257,10,1
20055,Z1712351917,10,1
20056,Z1661722933,10,1
20057,Z1724267439,10,1
20058,Z1724267439,10,1
20059,Z1726257039,10,1
20060,Z1756530896,10,1
20061,Z1139467200,10,1
20062,Z1139467200,10,1
20063,Z991031874,10,1
20064,Z1638228400,10,1
20065,Z1638228400,10,1
20066,Z1638228400,10,1
20067,Z1638228400,10,1
20068,Z1139345826,10,1
20069,Z1139345826,10,1
20070,Z1631148218,10,1
20071,Z1139323166,10,1
20072,Z1037500298,10,1
20073,Z1210907811,10,1
20074,Z1193559793,10,1
20075,Z1672999576,10,1
20076,Z1536910398,10,1
20077,Z1623033706,10,1
20078,Z1128157080,10,1
20079,Z991041646,10,1
20080,Z1689009262,10,1
20081,Z1787174315,10,1
20082,Z1787174315,10,1
20083,Z1747443131,10,1
20084,Z1747443131,10,1
20085,Z1268843605,10,1
20086,Z401824264,10,1
20087,Z1139740961,10,1
20088,Z1139740961,10,1
20089,Z1352645838,10,1
20090,Z1395618895,10,1
20091,Z1518287901,10,1
20092,Z285885512,10,1
20093,Z986372344,10,1
20094,Z986372344,10,1
20095,Z1268665633,10,1
20096,Z1594671569,10,1
20097,Z928810850,10,1
20098,Z928810850,10,1
20099,Z1681941284,10,1
20100,Z1681941284,10,1
20101,Z1738890924,10,1
20102,Z1738890924,10,1
20103,Z1667445862,10,1
20104,Z1563259030,10,1
20105,Z1672313376,10,1
20106,Z1517978324,10,1
20107,Z238229112,10,1
20108,Z1643962853,10,1
20109,Z1680221567,10,1
20110,Z31244040,10,1
20111,Z31244040,10,1
20112,Z813073828,10,1
20113,Z813073828,10,1
20114,Z1262979356,10,1
20115,Z1139348715,10,1
20116,Z1139744718,10,1
20117,Z373661252,10,1
20118,Z373661252,10,1
20119,Z1241411480,10,1
20120,Z1632350029,10,1
20121,Z1445160209,10,1
20122,Z1139322649,10,1
20123,Z608046248,10,1
20124,Z608046248,10,1
20125,Z1224736797,10,1
20126,Z1121609258,10,1
20127,Z1121609258,10,1
20128,Z1121609258,10,1
20129,Z1175843557,10,1
20130,Z1220621848,10,1
20131,Z445155462,10,1
20132,Z1633468448,10,1
20133,Z1139319930,10,1
20134,Z982791508,10,1
20135,Z982791508,10,1
20136,Z1590448104,10,1
20137,Z1024693292,10,1
20138,Z1024693292,10,1
20139,Z1712909971,10,1
20140,Z1712909971,10,1
20141,Z1147773530,10,1
20142,Z226298992,10,1
20143,Z226298992,10,1
20144,Z237588046,10,1
20145,Z1357325566,10,1
20146,Z1540665390,10,1
20147,Z1540665390,10,1
20148,Z1139482169,10,1
20149,Z1139482169,10,1
20150,Z1336989431,10,1
20151,Z1311061830,10,1
20152,Z1311061830,10,1
20153,Z1660010304,10,1
20154,Z1268965236,10,1
20155,Z1268965236,10,1
20156,Z1103240961,10,1
20157,Z1103240961,10,1
20158,Z751645772,10,1
20159,Z433403236,10,1
20160,Z1408733566,10,1
20161,Z1268696315,10,1
20162,Z809688484,10,1
20163,Z1139339419,10,1
20164,Z1139339419,10,1
20165,Z99142719,10,1
20166,Z118393488,10,1
20167,Z1542538870,10,1
20168,Z1538526124,10,1
20169,Z816253830,10,1
20170,Z1526741482,10,1
25001,Z1547938969,10,1
25002,DS3032b,10,1
25003,DS3032b,10,1
25004,Z1139480100,10,1
25005,Z1139480100,10,1
25006,Z1678286754,10,1
25007,Z1667443493,10,1
25008,Z1441557551,10,1
25009,Z1441557551,10,1
25010,Z1693400863,10,1
25011,Z1632799791,10,1
25012,Z1632799791,10,1
25013,Z1632799791,10,1
25014,Z1666341757,10,1
25015,Z1609231873,10,1
25016,Z1636409165,10,1
25017,Z1627333437,10,1
25018,Z1308972217,10,1
25019,Z1308972217,10,1
25020,Z1626831680,10,1
25021,Z1277985966,10,1
25022,Z1175786395,10,1
25023,Z1591080372,10,1
25024,Z1591080372,10,1
25025,Z1626864580,10,1
25026,Z1626869183,10,1
25027,Z1658116421,10,1
25028,Z1607854307,10,1
25029,Z1626888175,10,1
25030,Z1736127866,10,1
25031,Z1743820694,10,1
25032,Z1743820694,10,1
25033,Z1748855351,10,1
25034,Z1494115515,10,1
25035,Z1494115515,10,1
25036,Z1788511497,10,1
25037,Z1768259236,10,1
25038,Z1743821397,10,1
25039,Z1743821397,10,1
25040,Z1696875927,10,1
25041,Z1740104632,10,1
25042,Z1757411440,10,1
25043,Z1359754751,10,1
25044,Z1359754505,10,1
25045,Z1601862929,10,1
25046,Z1647960381,10,1
25047,Z1630732084,10,1
25048,Z1630732084,10,1
25049,Z1681933111,10,1
25050,Z1681933111,10,1
25051,Z1359754565,10,1
25052,Z651707012,10,1
25053,Z1633862626,10,1
25054,Z247510258,10,1
25055,Z1669674367,10,1
25056,Z952977678,10,1
25057,Z952977678,10,1
25058,Z466544114,10,1
25059,Z1582937683,10,1
25060,Z1582937683,10,1
25061,Z1690747121,10,1
25062,Z1715234869,10,1
25063,Z1715234869,10,1
25064,Z1715234869,10,1
25065,Z1715234869,10,1
25066,Z1102957029,10,1
25067,Z1139329596,10,1
25068,Z1230439411,10,1
25069,Z1230439411,10,1
25070,Z1139344784,10,1
25071,Z729481180,10,1
25072,Z1753050691,10,1
25073,Z1711672891,10,1
25074,Z1711672891,10,1
25075,Z1622478661,10,1
25076,Z1139323856,10,1
25077,Z1300725945,10,1
25078,Z1023974592,10,1
25079,Z1348409137,10,1
25080,Z1348409137,10,1
25081,Z1268727583,10,1
25082,Z1598012757,10,1
25083,Z1169063435,10,1
25084,Z416144166,10,1
25085,Z1626806614,10,1
25086,Z1386745631,10,1
25087,Z1386745631,10,1
25088,Z1139321092,10,1
25089,Z319192252,10,1
25090,Z319192252,10,1
25091,Z1374964994,10,1
25092,Z1286794110,10,1
25093,Z1274618382,10,1
25094,Z1231151868,10,1
25095,Z1647777020,10,1
25096,Z1647777020,10,1
25097,Z851790080,10,1
25098,Z1681933263,10,1
25099,Z1681933263,10,1
25100,Z1693435664,10,1
25101,Z1693435664,10,1
25102,Z1663154161,10,1
25103,Z1673893771,10,1
25104,Z1643932174,10,1
25105,Z1634628802,10,1
25106,Z1713287452,10,1
25107,Z1268663411,10,1
25108,Z1268663411,10,1
25109,Z1268663411,10,1
25110,Z1587800007,10,1
25111,Z1622441254,10,1
25112,Z1445574941,10,1
25113,Z1268288312,10,1
25114,Z1139318650,10,1
25115,Z1360981441,10,1
25116,Z1176831983,10,1
25117,Z1601486447,10,1
25118,Z1601486447,10,1
25119,Z1139543420,10,1
25120,Z1139329305,10,1
25121,Z109330646,10,1
25122,Z1170092017,10,1
25123,Z1038178420,10,1
25124,Z1038178420,10,1
25125,Z1170432811,10,1
25126,Z1432190381,10,1
25127,Z1151438657,10,1
25128,Z1175900382,10,1
25129,Z1419596653,10,1
25130,Z1232322422,10,1
25131,Z1051948262,10,1
25132,Z1168189663,10,1
25133,Z1401967968,10,1
25134,Z1491923418,10,1
25135,Z1491923418,10,1
25136,Z1429886229,10,1
25137,Z1429886229,10,1
25138,Z1139452295,10,1
25139,Z1139743967,10,1
25140,Z1091250560,10,1
25141,Z1091250560,10,1
25142,Z1557322710,10,1
25143,Z1224902492,10,1
25144,Z1532941356,10,1
25145,Z1139326311,10,1
25146,Z1268721270,10,1
25147,Z1130236778,10,1
25148,Z1130236778,10,1
25149,Z736007060,10,1
25150,Z1024690194,10,1
25151,Z1139323202,10,1
25152,Z1319274901,10,1
25153,Z1098546576,10,1
25154,Z1139568779,10,1
25155,Z1139320402,10,1
25156,Z1533187040,10,1
25157,Z1434097064,10,1
25158,Z1417842515,10,1
25159,Z963543974,10,1
30001,Z1422927605,10,1
30002,Z1672749070,10,1
30003,Z1672749070,10,1
30004,Z1727904040,10,1
30005,Z1652231579,10,1
30006,Z1652231579,10,1
30007,Z646047168,10,1
30008,Z646047168,10,1
30009,Z1667441594,10,1
30010,Z1598012733,10,1
30011,Z1693403627,10,1
30012,Z1693403627,10,1
30013,Z1653842794,10,1
30014,Z1653842794,10,1
30015,Z1667442916,10,1
30016,Z1643466861,10,1
30017,Z873177466,10,1
30018,Z1626863225,10,1
30019,Z1165951136,10,1
30020,Z1139470864,10,1
30021,Z1139470864,10,1
30022,Z1626136477,10,1
30023,Z1626136477,10,1
30024,Z1139482300,10,1
30025,Z1139482300,10,1
30026,Z1626050438,10,1
30027,Z1267599589,10,1
30028,Z86148399,10,1
30029,Z1277564811,10,1
30030,Z1695532400,10,1
30031,Z1823943860,10,1
30032,Z1743824129,10,1
30033,Z1732170337,10,1
30034,Z1759961600,10,1
30035,Z1759961600,10,1
30036,Z1708772883,10,1
30037,Z1770569763,10,1
30038,Z1770569763,10,1
