mol_id,title,num_confs,has_sites,b_lp_Chiralities_Consistent,i_epik_Tot_Q,i_epik_Tot_abs_Q,i_f3d_flags,i_lp_mmshare_version,i_m_ct_format,i_m_source_file_index,i_mol_phasedb_index,r_epik_Charging_Adjusted_Penalty,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_f3d_energy,r_f3d_relative_energy,r_lp_Energy,r_lp_tautomer_probability,s_epik_Chemistry_Notes,s_epik_cmdline,s_epik_input,s_lp_Force_Field,s_lp_Variant,s_lp_label,s_m_source_file,s_phase_Unique_SMILES,s_phase_variant,s_st_Chirality_1,s_st_Chirality_2,s_st_Chirality_3,s_st_Chirality_4,s_st_Chirality_5,s_st_Chirality_6,s_st_EZ_1
25141,Z1091250560,10,1,1,1,1,0,57141,2,108,25141,2.53410419077589,1.2672,1.2671,0.0002,1.2671,39.87562000000001,0,29.301666,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFuW2NIXVtjSF1bY0hdYzFDKD1PKVtOSF1jMm5bY0hdW2NIXVtjSF1jMk9bQ0gyXWMzW2NIXVtjSF1uW2NIXVtjSF0z,OPLS_2005,Z1091250560-2,108_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ncccc1C(=O)Nc(nccc2)c2OCc3cc[nH+]cc3,Z1091250560-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25142,Z1557322710,10,1,1,0,0,0,57141,2,109,25142,0,0,0,0,-0,49.43263,0,13.329227,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0BASF0oW0NIMl1DMj1PKU4oW0NIMl1bQ0gyXVtOSF0yKVMoPU8pKD1PKVtDSDJdYzNbY0hdW2NIXWMoRilbY0hdYzNG,OPLS_2005,Z1557322710-2,109_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,c1cc(F)cc(F)c1CS(=O)(=O)N(CCN2)[C@@H](CC2=O)c3ccccc3,Z1557322710-1,4_S_11_5_3_29,NULL,NULL,NULL,NULL,NULL,NULL
25143,Z1224902492,10,1,1,0,0,0,57141,2,110,25143,0.682920589178826,0.6698,0.616,0.0537,0.0669,287.26003,0,55.902078,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0hdMUMoPU8pTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0yQyg9TylbTkhdYzNubltjSF1uM1tDSDJdYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQ=,OPLS_2005,Z1224902492-1,110_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccccc1Cn(cn[nH]2)/c2=N\C(=O)[C@H]3CCCN3C(=O)C4CCCCC4,Z1224902492-1,16_R_20_2_17_37,NULL,NULL,NULL,NULL,NULL,2_3_4_5_E
25144,Z1532941356,10,1,1,0,0,0,57141,2,111,25144,0,0,0,0,-0,128.29271,0,38.796408,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0gyXVtDSF0xT2MoW2NIXTIpbltjSF1bY0hdYzJDKD1PKVtOSF1bQ0gyXUMoPU8pTjNbQ0gyXVtDSDJdW0NIXShbQ0gyXVtDSDJdMylbQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00,OPLS_2005,Z1532941356-1,111_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccccc1CC2CCN(CC2)C(=O)CNC(=O)c3cc(ncc3)OC4CCC4,Z1532941356-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25145,Z1139326311,10,1,1,0,0,0,57141,2,112,25145,0.00657788329199241,0.0066,0,0.0066,0.0066,40.41291,0,28.912003,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXWMxbm5zYzFDKD1PKU4yW0NIMl1bQ0gyXVtDSDJdW0NAQEhdMmMzYyhbQ0gzXSlubihbQ0gzXSljM1tDSDNd,OPLS_2005,Z1139326311-2,112_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,s1nnc(CC)c1C(=O)N2CCC[C@H]2c(c3C)c(C)n(n3)C,Z1139326311-1,14_S_10_15_13_34,NULL,NULL,NULL,NULL,NULL,NULL
25146,Z1268721270,10,1,1,0,0,0,57141,2,113,25146,0.00393160051714482,0.0049,0,0.0049,0.0039,134.47292,0,21.901478,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1zYyhuMSlbQ0BIXTJbQ0gyXVtDSDJdW0NIMl1OKFtDSDJdMilDKD1PKVtDQEhdKFtDSDNdKU9jM1tjSF1bY0hdW2NIXW5bY0hdMw==,OPLS_2005,Z1268721270-3,113_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_3,phasedb_3-LIGPREP-006-in.maegz,c1ncccc1O[C@H](C)C(=O)N(C2)CCC[C@@H]2c(n3)scc3C,Z1268721270-1,6_S_5_22_7_28,13_R_15_11_14_35,NULL,NULL,NULL,NULL,NULL
25147,Z1130236778,10,1,1,2,2,0,57141,2,114,25147,0.189696855724347,0.1002,0.1002,0,0.0895,1127.73036,0,33.424823,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1DKD1PKVtDSDJdTihbQ0gzXSlbQ0gyXUMxKFtDSDNdKVtDSDJdW0NIMl1OKFtDSDJdW0NIMl0xKVtDSDJdYzJbY0hdW2NIXVtjSF1bY0hdW2NIXTI=,OPLS_2005,Z1130236778-2,114_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,NC(=O)C[N@@H+](C)C[C@@]1(C)CC[N@@H+](CC1)Cc2ccccc2,Z1130236778-1,2_S_3_7_1_50,8_ANR_7_9_10_21,12_ANS_11_13_20_49,NULL,NULL,NULL,NULL
25148,Z1130236778,10,1,1,1,1,0,57141,2,114,25148,1.1676739290629,1.1677,0.0037,1.1639,1.1639,1103.44399,0,29.025285,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1DKD1PKVtDSDJdTihbQ0gzXSlbQ0gyXUMxKFtDSDNdKVtDSDJdW0NIMl1OKFtDSDJdW0NIMl0xKVtDSDJdYzJbY0hdW2NIXVtjSF1bY0hdW2NIXTI=,OPLS_2005,Z1130236778-5,114_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,NC(=O)CN(C)C[C@@]1(C)CC[N@@H+](CC1)Cc2ccccc2,Z1130236778-2,8_ANR_7_9_10_21,12_ANS_11_13_20_49,NULL,NULL,NULL,NULL,NULL
25149,Z736007060,10,1,1,1,1,0,57141,2,115,25149,0.115773182429106,0.0579,0.0579,0,0.0579,120.22007,0,18.325732,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdW2NIXVtjSF1jKGMxT1tDSDNdKVtDSDJdW05IXVtDSDJdYzJbY0hdW2NIXVtjSF1jKFtjSF0yKVtDSDJdbjNbY0hdW2NIXVtjSF1uMw==,OPLS_2005,Z736007060-1,115_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1ccc(OC)c(OC)c1C[NH2+]Cc2cc(ccc2)Cn3cccn3,Z736007060-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25150,Z1024690194,10,1,1,1,1,0,57141,2,116,25150,0.0193625068058907,0.0453,0,0.0453,0.0194,23.19559,0,25.243839,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11uMVtjSF1bY0hdbmMxW0NIMl1OMltDSDJdW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTIpYzNuYyhubzMpLWM0W2NIXVtjSF1jKEYpW2NIXVtjSF00,OPLS_2005,Z1024690194-1,116_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,[nH+]1ccn(C)c1CN(C2)CCC[C@@H]2c(on3)nc3-c4ccc(F)cc4,Z1024690194-1,12_S_13_25_11_39,NULL,NULL,NULL,NULL,NULL,NULL
25151,Z1139323202,10,1,1,0,0,0,57141,2,117,25151,0,0.0002,0,0.0002,-0,33.20081,0,38.434951,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW4objEpW0NIMl1bQ0BIXTJbQ0gyXVtDSDJdW0NIMl1OMkMoPU8pYyhbY0hdbjNbQ0gzXSljKGMzNClbY0hdW2NIXVtjSF1bY0hdNA==,OPLS_2005,Z1139323202-1,117_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1cccc(c12)n(C)cc2C(=O)N3CCC[C@@H]3Cn(n4)c(C)cc4C,Z1139323202-1,8_R_12_7_9_35,NULL,NULL,NULL,NULL,NULL,NULL
25152,Z1319274901,10,1,1,0,0,0,57141,2,118,25152,0,0.0002,0,0.0002,-0,133.53607,0,25.358928,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdYyhDI04pYyhuMSlOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTIpQyg9TylOKFtDSDNdKVtDSDJdYzNbY0hdW2NIXVtjSF1bY0hdbjM=,OPLS_2005,Z1319274901-1,118_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1cc(C)nc(c1C#N)N(C2)CCC[C@@H]2C(=O)N(C)Cc3ccccn3,Z1319274901-1,13_S_14_25_12_38,NULL,NULL,NULL,NULL,NULL,NULL
25153,Z1098546576,10,1,1,0,0,0,57141,2,119,25153,0,0.0001,0,0.0001,-0,66.22755000000001,0,13.92724,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,czFbY0hdW2NIXWMoYzEyKVtDQEhdKE9bQ0gyXVtDSDJdMilbQ0gyXUMoPU8pTihbQ0gyXVtDSDJdT1tDSDNdKVtDSDJdYzNbY0hdW2NIXVtjSF1bY0hdbjM=,OPLS_2005,Z1098546576-1,119_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,n1ccccc1CN(CCOC)C(=O)C[C@H]2OCCc(c23)scc3,Z1098546576-1,16_R_17_24_15_40,NULL,NULL,NULL,NULL,NULL,NULL
25154,Z1139568779,10,1,1,1,1,0,57141,2,120,25154,0.0635442209012437,0.0347,0.0318,0.0029,0.0318,68.54433,0,12.718707,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1ubihbY0hdMSlbQ0gyXVtDQEhdKFtDSDNdKVtOSF1bQ0gyXWMyW2NIXVtjSF1bY0hdW2NIXWMyT1tDSDJdYzNbY0hdW2NIXVtjSF1bY0hdbjM=,OPLS_2005,Z1139568779-2,120_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,Cc1cnn(c1)C[C@@H](C)[NH2+]Cc2c(cccc2)OCc3ccccn3,Z1139568779-1,7_R_9_6_8_32,NULL,NULL,NULL,NULL,NULL,NULL
25155,Z1139320402,10,1,1,0,0,0,57141,2,121,25155,0,0.0004,0,0.0004,-0,45.36608,0,38.375401,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,Q2xjMVtjSF1bY0hdW2NIXVtjSF1jMVtDSDJdT1tDSDJdQyg9TylOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXW4zW2NIXVtjSF1bY0hdbjM=,OPLS_2005,Z1139320402-2,121_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,c1cccc(Cl)c1COCC(=O)N2CCC[C@H]2Cn3cccn3,Z1139320402-1,17_S_13_18_16_38,NULL,NULL,NULL,NULL,NULL,NULL
25156,Z1533187040,10,1,1,0,0,0,57141,2,122,25156,1.03415582945982e-08,0,0,0,-0,31.0745,0,15.947806,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKVtDSDJdYzFub2MobjEpW0NIMl1uMltjSF1uYyhbY0hdYzI9TylbQ0hdM1tDSDJdW0NIMl1bQ0gyXTM=,OPLS_2005,Z1533187040-1,122_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,CC(C)Cc1nc(on1)Cn(cn2)c(=O)cc2C3CCC3,Z1533187040-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25157,Z1434097064,10,1,1,0,0,0,57141,2,123,25157,0,0.0004,0,0.0004,-0,38.3766,0,13.856691,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1uMVtDSDJdW0NASF0oW0NIM10pW0NIMl1bTkhdQyg9TylbTkhdYzJbY0hdYyhubjJbQ0gzXSlbQ0hdM1tDSDJdW0NIMl1bQ0gyXTM=,OPLS_2005,Z1434097064-2,123_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,C1CCC1c2cc(n(n2)C)NC(=O)NC[C@H](C)Cn3cccn3,Z1434097064-1,2_S_18_3_1_27,NULL,NULL,NULL,NULL,NULL,NULL
25158,Z1417842515,10,1,1,1,1,0,57141,2,124,25158,0.0101239414747778,0.0608,0.0101,0.0507,-0,1065.97043,0,61.887454,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11OMVtDSDJdW0NIMl1bQ0hdKFtDSDJdW0NIMl0xKUMoPU8pTihbQ0gyXTIpW0NIMl1bQ0BIXShbQ0BIXTIzKU4oW0NIMl1bQ0gyXU8zKVtDSDJdYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQ=,OPLS_2005,Z1417842515-7,124_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_7,phasedb_3-LIGPREP-006-in.maegz,C1C[N@H+](C)CC[C@@H]1C(=O)N(C2)C[C@@H]([C@H]23)OCCN3Cc4ccccc4,Z1417842515-1,2_ANR_1_3_25_55,5_ANR_4_6_24_33,10_S_11_22_9_36,22_S_14_10_23_48,NULL,NULL,NULL
25159,Z963543974,10,1,1,0,0,0,57141,2,125,25159,0,0,0,0,-0,78.16468999999999,0,25.538323,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdW2NIXVtjSF1jKFtjSF0xKUMoPU8pW05IXVtDSDJdW0NIMl1DKD1PKU4oW0NIMl1bQ0gyXTIpW0NIMl1jKGMyMylbY0hdW2NIXXMz,OPLS_2005,Z963543974-1,125_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-006-in.maegz,c1csc(c12)CCN(C2)C(=O)CCNC(=O)c3cc(OC)ccc3,Z963543974-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30001,Z1422927605,10,1,1,0,2,0,57141,2,126,30001,0,0.0002,0,0.0002,-0,63.99411,0,31.321731,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11uMVtjSF1jKFtjSF1uMSlbQ0BAXTIoW0NIM10pW0NIMl1OKFtDSDJdW0NIMl1PMilDKD1PKVtDSDJdYzNbY0hdW2NIXVtjSF1jKFtOK10oPU8pW08tXSlbY0hdMw==,OPLS_2005,Z1422927605-2,126_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-006-in.maegz,c1ccc([N+]([O-])=O)cc1CC(=O)N(CCO2)C[C@@]2(C)c3cnn(C)c3,Z1422927605-1,5_R_23_7_4_6,NULL,NULL,NULL,NULL,NULL,NULL
30002,Z1672749070,10,1,1,0,0,0,57141,2,1,30002,0.262886939527147,0.2629,0,0.2629,0.2629,43.73364,0,40.269218,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFDKD1PKWMybltjSF1bY0hdbjJbQ0gyXVtDQEhdKFtPSF0pW0NIMl1OM1tDSDJdW0NIMl1PW0NIMl1bQ0gyXTM=,OPLS_2005,Z1672749070-1,1_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-007-in.maegz,c1ccccc1C(=O)c2nccn2C[C@H](O)CN3CCOCC3,Z1672749070-1,15_R_16_14_17_33,NULL,NULL,NULL,NULL,NULL,NULL
30003,Z1672749070,10,1,1,1,1,0,57141,2,1,30003,1.21614074221432,0.6081,0.6081,0,0.6081,1047.34132,0,34.551057,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFDKD1PKWMybltjSF1bY0hdbjJbQ0gyXVtDQEhdKFtPSF0pW0NIMl1OM1tDSDJdW0NIMl1PW0NIMl1bQ0gyXTM=,OPLS_2005,Z1672749070-4,1_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-007-in.maegz,c1ccccc1C(=O)c2nccn2C[C@@H](O)C[NH+]3CCOCC3,Z1672749070-2,15_R_16_17_14_33,NULL,NULL,NULL,NULL,NULL,NULL
30004,Z1727904040,10,1,1,0,0,0,57141,2,2,30004,0,0.0003,0,0.0003,-0,34.85884,0,31.192361,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMW5vYyhuMSlbQ0BIXTJbQ0gyXU9bQ0gyXVtDSDJdTjJDKD1PKWMoW2NIXVtjSF1bY0hdMyljKGMzNClbY0hdW2NIXVtjSF1uNA==,OPLS_2005,Z1727904040-1,2_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-007-in.maegz,c1ccnc(c12)cccc2C(=O)N3CCOC[C@@H]3c(on4)nc4C,Z1727904040-1,6_R_11_5_7_28,NULL,NULL,NULL,NULL,NULL,NULL
30005,Z1652231579,10,1,1,1,1,0,57141,2,3,30005,0.297310749311304,0.1487,0.1487,0,0.1487,64.70752999999999,0,32.962642,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXWMybm5jKHMyKU4zW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTMpT2M0W2NIXVtjSF1uW2NIXVtjSF00,OPLS_2005,Z1652231579-1,3_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-007-in.maegz,c1ccccc1Cc2nnc(s2)N(C3)CC[C@@H]3Oc4cc[nH+]cc4,Z1652231579-1,13_S_14_21_12_34,NULL,NULL,NULL,NULL,NULL,NULL
30006,Z1652231579,10,1,1,0,0,0,57141,2,3,30006,0.892002212878234,0.892,0,0.892,0.892,62.47905,0,26.432363,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXWMybm5jKHMyKU4zW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTMpT2M0W2NIXVtjSF1uW2NIXVtjSF00,OPLS_2005,Z1652231579-3,3_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-007-in.maegz,c1ccccc1Cc2nnc(s2)N(C3)CC[C@@H]3Oc4ccncc4,Z1652231579-2,13_S_14_21_12_34,NULL,NULL,NULL,NULL,NULL,NULL
